FNR,STATUS,NAME,SITZ,RECHTSFORM_CODE,RECHTSFORM_TEXT,GERICHT_CODE,GERICHT_TEXT
088387g,gelöscht,""" K & K - Holding Kaman-Kovanda Vermögensverwaltung-Beteiligungs-",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
109452i,gelöscht,""" P 2 "" Disco Gesellschaft m.b.H. in Liqu.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
064700y,gelöscht,"- public golf - Golfplatz Projektierungs-, Errichtungs- und",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
465679y,,@ Trade Austria GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
188410z,gelöscht,""" V a s t c h e m"" Handelsgesellschaft m.b.H. in Liqu.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
140511i,gelöscht,""" WERCE-S"" Bau GmbH",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
391025m,gelöscht,A & A Bauträger GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
289554s,gelöscht,A & A Beteiligungsverwaltungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
292331z,gelöscht,A & A BS GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
215929v,gelöscht,A & A Export-Import Handelsges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
528331h,,A & A GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
615239p,,A. & A. Goga Holding GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
066389g,gelöscht,A & A Handels- und Finanzdienst- leistungsgesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
046683b,gelöscht,A & A Immobilien Vermietung & Verpachtung,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
534788d,,A & A Joy Reality GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
131278g,,A & A Liegenschaftsentwicklung GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
113937f,gelöscht,A. & A. Modewaren Handels- gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
278584h,,A & A Vales GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
209831a,gelöscht,A & B Beteiligungsverwaltung eins GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
209833d,gelöscht,A & B Beteiligungsverwaltung zwei GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
090281t,gelöscht,A & B Handelsgesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
214632k,gelöscht,A & B Holding GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
178473k,,A & B Immo-Consult GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
301124f,,A & B Sozial-Consult Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
103998p,gelöscht,A & B Taxi GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
062570s,gelöscht,A. & C. Bauplanungsgesellschaft mit beschränkter Haftung,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
047695s,gelöscht,A - C Handels- u. Finanzierungs- vermittlungsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
214148z,,A & C Künstleragentur GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
092119w,gelöscht,"""A & C"" Taxibetriebsges.m.b.H.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
665924a,,A. & C. Vetter GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
196502z,,A & C Wustinger GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
180802k,gelöscht,A - D - V Gastronomie Ges.m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
607430f,,A & D Cleaning GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
580513x,,A & D Csapai GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
334409d,gelöscht,A & D Install-Tech Gas Wasser Sanitär GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
262519h,gelöscht,A + D Liegenschaftsbesitz GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
099149h,,A & E Aushub u. Erdarbeiten Gesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
104646t,gelöscht,A & E Cvitkovits GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
135074p,gelöscht,"""A & E"" Gütertransport- gesellschaft m.b.H.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
174720t,gelöscht,A & E Leasing Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
514397t,gelöscht,A & E Trading GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
141910t,gelöscht,A. & E. Weiss Gesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
521390a,gelöscht,A + F - The SOCIAL HUB GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
587438f,,A & F Holding GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
245366h,gelöscht,A - Fassaden- und Putztechnik GesmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
467951p,,A & G Baustoffe und Immobilien GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
128234f,gelöscht,A & G Energie- Forschungs- u. Entwicklungs GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
043625f,gelöscht,A & G Handels GesmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
256020a,gelöscht,A & G Handels- und Management-GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
505629y,,A & G Immobilienprojekt Beta GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
032830f,gelöscht,A & G Liegenschaftsverwertungs- gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
385622t,,A & G Nagy Alpha Immobilien GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
256628w,,A & G Realinvest GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
190663m,,A & G Trading Handelsgesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
083948d,gelöscht,A & G Transport & Beteiligungs GesmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
557189x,gelöscht,A & G-P Bau GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
205890f,gelöscht,A & GP International Architekt BRUNNER,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
066652v,gelöscht,A & H Baugesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
225916f,gelöscht,A & H Beteiligungsverwaltungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,519,Landesgericht Wels
303404h,gelöscht,A & H Facility Services GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
617442d,,A & H Investors Group GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
098587g,gelöscht,A. & H. Konrad Gesellschaft m.b.H. in Liqui.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
539835a,,A & H Trans GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
114255y,gelöscht,A. & H. Transport- und Handels GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,309,Landesgericht Eisenstadt
044249y,gelöscht,A & H Weingril GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
597821z,gelöscht,A & HK Bau und Handels GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
569894f,gelöscht,A & I Bau GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
260291g,,A & I Beteiligung und Management GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
186165y,,A & J Beteiligungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
213448w,gelöscht,A & J Fliesenlegergesellschaft mbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
423956s,gelöscht,A & J Warenhandelsges. mbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
052412b,gelöscht,A & K DIE KÜCHENPROFIS Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
324026i,,A & K FALLY Immobilienbesitz & Verwaltung GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
097559w,gelöscht,A. & K. Janko Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
195578s,gelöscht,"""A & K"" KFZ-MechanikergmbH. in Liquidation",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
223439m,,A & K POSPISIL GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
185692b,,A & K Zimmermann GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
649204m,,A & L eDrive GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
578348m,,A & L Performance GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
378881d,,A & L Steuerberatungs-GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
324212h,gelöscht,A & M - Projekt GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
232813y,gelöscht,"""A & M"" Buchhaltungs- und Taxi GmbH",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
630973b,,A & M Gastro Excellence GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
181602m,,"""A & M"" Goldschmiede Gesellschaft m.b.H.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
103564a,gelöscht,A & M Handelsgesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
081575p,gelöscht,A. & M. Hotelmanagement GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
113934a,gelöscht,A & M Kraftfahrzeugreparatur- und handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
123088m,,A. & M. Löblich Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
089921m,gelöscht,A. & M. Lubej Gesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
187075k,gelöscht,A & M Trading HandelsgmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
214757w,gelöscht,A & N FOOD Handels GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
531204h,gelöscht,A & N Immobilien GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
264683s,,A & N Installations- und Handels-GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
232050a,,A + N Schnögass GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
259943w,gelöscht,A & O Handelsgesellschaft mbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
420637i,,A & P Hauspersonal Lifestyle GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
060865h,gelöscht,A & P Immobilien GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
200566a,gelöscht,A & P Meixner-Scheriau GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
098583a,gelöscht,A. & P. Scheriau Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
098933s,,A. & Ph. Sanchez de la Cerda Baugesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
083817k,,A & R Consulting GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
121384g,gelöscht,A & R Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
328775v,gelöscht,A & R Immobilien GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
290378b,gelöscht,A & R Planbau GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
092596x,gelöscht,A & R Trading Handels- gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
568935w,,A & S Abdichtung & Sanierung GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
611116a,,A & S Enterprises GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
418045y,gelöscht,A & S Gebäudetechnik GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
499183v,,A & S Homes GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
257140y,gelöscht,A & S Immobilienmanagement GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
078019i,gelöscht,A. & S. Ludwig Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
126505m,gelöscht,A & S Maschinen Handels- und Service GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
061718m,gelöscht,A. & S. MATIC GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
537668p,gelöscht,A & S Metall GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
058110g,gelöscht,A & S Mietwagen GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
040974g,gelöscht,A & S Trading GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
038629h,,A & T Bewässerungsanlagen GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
072937k,,A & T Wirtschaftstreuhand GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
283699f,,A - Technologie Transfer GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
405031i,,A & TM GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
502792a,,A + U Pschill Vermögensverwaltungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
505833y,,A + U Pschill Ambulatorium Beteiligungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
575302h,gelöscht,A & U Teambau GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
323562b,gelöscht,A & V Travel GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
230867k,,A & V Werbeagentur Communication GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
036625k,gelöscht,A & W Acar & Wildgans Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
067740v,gelöscht,A & W Creativ Beteiligungsgesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
221914w,gelöscht,A & W Finanzierungs- und Beteiligungs- gesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
595922g,,a & w GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
483876h,gelöscht,A & Y Handels GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
308420i,gelöscht,A - Z Informationsvertriebs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
039387y,gelöscht,"""A - Z Liegenschaftsverwertungs- gesellschaft m.b.H."" in Liqu.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
312867z,gelöscht,A - Z Türen Handels GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
124550m,gelöscht,A A G Handels GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
075245f,gelöscht,A. Abdullah Gesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
036082m,gelöscht,"""A. Adamaszek Trading GmbH"" in Liqu.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
124833d,gelöscht,A. Ahner Haushaltsgerätehandels- gesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
040509y,gelöscht,A. Ahornegger Immobilienverwertungs- gesellschaft mit beschränkter Haftung,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
039503v,,A. Arnberger & Partner GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
250242d,gelöscht,A. ASCHENBRENNER GMBH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
177282i,gelöscht,A. Astecker GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
253094y,gelöscht,A. ATTYA GmbH.in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
082902s,gelöscht,a b c - Handelsgesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
104464z,gelöscht,A B W Abschleppdienst Bauer Wien Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
162865h,gelöscht,A. Bartik Ges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
055976v,gelöscht,A. Behse Gesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
076034s,gelöscht,A. BERGER Bau- und Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
540747t,,A. Bernhard Gartenbau GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
255648d,,A. Bernsteiner Installations GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
084492d,gelöscht,A. BIEBER Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
076584z,gelöscht,A. Binder & Co Handels- gesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
560242k,,A bis Z Beteiligungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
209156h,gelöscht,A bis Z Handelsgesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
373941p,gelöscht,A blu Int GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
043678h,gelöscht,A. Bravo Ges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
262443x,,A. Bufaj GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
278123f,,A C S N Computerhandels GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
524469d,,A Change GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
477008h,,A. D. DAM Bau GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
290777p,gelöscht,A. Dallmann GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
091316p,gelöscht,A. Diwisch Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
059532y,gelöscht,A. DOICHINOV Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
224593i,,a drei gmbh - steuerberatungs- gesellschaft,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
097986y,,a drei immobilienentwicklung und beratung gmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
137019z,gelöscht,A. DUMAN & Co Ges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
129503x,gelöscht,A. Duschek GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
258070s,gelöscht,A. E. T. Transport Service GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
065274t,gelöscht,A E W Allgemeine Eigentum Wohnbau GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
262433g,gelöscht,A. Egger's Sohn Vertriebsgesellschaft mbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
126217p,,A. Egger's Vermögensverwaltung GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
045445g,gelöscht,A. F. Derdak & Co GmbH.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
180239h,gelöscht,A. Fasching KfZ-Werkstätte- u. Garagenbetriebs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
173748m,gelöscht,A. Fasching Taxiunternehmen GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
284206a,gelöscht,A. Fassl GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
504849a,,A FEEL WELL GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
080871d,gelöscht,A. FILIPCZAK Gastronomiebetriebe GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
257628s,,a film+co. classics GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
101501t,gelöscht,A. Flügel Bau-GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
082703y,gelöscht,A. Foit Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
170655p,gelöscht,A. Frauwallner GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
115033t,gelöscht,A. Frey & Co. Gesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
099327w,gelöscht,A. Gajda & Co. Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
065472h,gelöscht,A. Glinserer Gesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
602295d,,A. GROSSE GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
202368a,gelöscht,A. Gruber Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
348238s,,A. Hani Liegenschafts GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
513899i,,A. Hauser Service GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
523874d,,A. Heindl Beteiligungsinvest GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
096605t,gelöscht,A. Herzig Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
543787m,,A. Hillinger GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
054711h,gelöscht,A. Hluchan Handelsges.m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
618241d,,A. Höbart Versicherungsmakler GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
086267p,gelöscht,A. Holinka Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
108723m,gelöscht,A. Hotarek & Co. Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
229582x,gelöscht,A. I. B. In- and Outdoor Handelsges.m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
092182m,gelöscht,A. Infopoint Ankündigungs- gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
123186g,,A. Jaeger Wirtschaftsprüfungs- u. Steuerberatungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
114600f,gelöscht,A. Jelen & Co. Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
129251a,gelöscht,A. Kainz Restaurantbetriebs- und HandelsGmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
100212x,gelöscht,A. Kammerhofer & Co Gesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
178085s,gelöscht,A. Karin Handels Ges.m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
610731i,,A. Kernstock Enterprises GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
055778b,gelöscht,A. Klauzer Gesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
111719v,gelöscht,A. Klein Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
