FNR,STATUS,NAME,SITZ,RECHTSFORM_CODE,RECHTSFORM_TEXT,GERICHT_CODE,GERICHT_TEXT
543474b,,Abflussprofis 24/7 GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
173073w,gelöscht,Abflußwartung & Sanierungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
651239f,,ABFM Immobilien GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
230135i,gelöscht,ABG Allgemeine Buchführungs- und Steuerberatungsgesellschaft mbH in,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
103108f,gelöscht,ABG Anlagenverwertungs- und Beteiligungs-Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
573183t,,ABG Aria Business GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
388464x,,ABG Handels GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
072626d,gelöscht,ABG Holding GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
603018t,,ABG Management Verwaltungsgesellschaft mbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
069297h,gelöscht,ABG Mobilien- und Immobilienverwaltung Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
476626x,gelöscht,ABG Packaging GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
264608f,,ABG Wirtschaftsprüfungs & Steuer- beratungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
067962w,,"ABG 1990 Treuhand- und Beratungs GmbH, Wirtschaftsprüfungs- und Steuer-",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
617612d,,ABGH GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
099822y,gelöscht,"""ABGK"" Personalbereitstellung Ges.m.b.H.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
545792k,,ABGS 33 Projektentwicklung GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
280102s,gelöscht,ABH Appartement Boarding Houses Entwicklungs- und ErrichtungsgesmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
035709p,gelöscht,A.B.H. Beteiligungsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
043935k,gelöscht,ABHard Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
491747h,gelöscht,Abhol Transport GmbH i.L.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
338182b,,Abholmarkt-Leopoldau GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
592929f,gelöscht,ABI AAD GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
048751v,gelöscht,"A.B.I. Architektur-, Baumanagement- und Immobilienverwertungs-",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
057434m,gelöscht,ABI Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
548555z,,ABI Start GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
089667p,gelöscht,A.B.I. Warenhandelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
171568g,gelöscht,ABICHEM Chemiehandel GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
330844k,gelöscht,ABIDEX Holding GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
486216z,gelöscht,Abidi General Trading GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
232258g,gelöscht,Abies Handels- und Beteiligungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
425465i,,Abies Real Estate Investment GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
572386w,,Abies Real Residence GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
298663k,gelöscht,ABIG - Beteiligungs-GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,309,Landesgericht Eisenstadt
300142k,,ABIGAIL Beteiligungsverwaltungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
549933a,,AbilityMatrix GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
164273d,gelöscht,ABIMED Analysen-Technik GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
521183x,gelöscht,Abinadab GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
031661k,gelöscht,Abing Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
376008d,,ABIOLA Beteiligungsverwaltungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
126662v,gelöscht,Abion Handelsgesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
141241h,gelöscht,"""ABIR"" Import-Export-Handelsges.m.b.H.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
063903a,gelöscht,ABIS Bau GesmbH.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
429001i,,AbisZ Agile Beratung GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
449633a,,"""ABisZ Schadenabwicklung GmbH""",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
127991y,,Abiszet Reinigungsdienst Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
322650k,gelöscht,ABITARE Immobilien GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
395687v,,Abix GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
472379a,gelöscht,ABIZ Projektentwicklungs GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
556316m,,ABJ Gastro GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
090695a,gelöscht,ABJ Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
136169z,gelöscht,ABK Immobilien Development GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
504512f,,"""ABK Projekt und Service GmbH""",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
052027k,gelöscht,ABK-Leasing Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
552530w,,abkm Handel GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
170097v,gelöscht,ABL - Allgemeine Beteiligungs- Leasing- und Immobilienverwertungs,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
141109p,gelöscht,ABL & E Handelsgesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
312439w,gelöscht,A.B.L. GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
438611t,,ABL Immobilien & Consulting GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
398309z,,ABLB Beteiligungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
201351f,gelöscht,Ableitinger GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
485796g,,Ablevia biotech GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
133263a,,"Ablinger, Vedral & Partner ZT GmbH",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
214591a,gelöscht,"""ABLY"" Bau- und Bauplanungsges.m.b.H.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
623155f,,Ably Equity GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
285175a,gelöscht,ABM - Anlagenbau und Montage GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
208538z,gelöscht,A.B.M. - Bau Ges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
221186z,gelöscht,ABM - INDUSTRIEMONTAGE GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
363033y,,ABM Business Management GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
554004m,gelöscht,ABM Company GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
438018w,,ABM Fenster u. Türen GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
575274t,,ABmobil Rent GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
195268i,gelöscht,ABmobili Handelsagentur GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
080955b,gelöscht,ABMT-Akustikbau Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
501531x,gelöscht,ABN Auto Solution GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
436264s,,abn bau GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
214960v,gelöscht,A.B.N. Hoch- und Tiefbau GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
075170w,gelöscht,ABNER Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
081504i,gelöscht,Abner Zonenashvili Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
061784i,,ABO Maler und Bodenleger GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
650830d,,Abo Shabab GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
036597w,gelöscht,Aboamna Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
537980y,,Abocar GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
078572y,gelöscht,ABOCO Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
516020d,gelöscht,abo-drive GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
082665t,gelöscht,ABONE Handelsgesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
118579g,gelöscht,Abotalb & Aboustita Ges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
330536h,gelöscht,ABOTIC GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
078360k,gelöscht,ABOUSHADY & TOUTOUNI Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
481124k,,About Coffee GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
356810x,gelöscht,about style GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
339826w,,AboutMedia Internetmarketing GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
337576k,,AboutSchmidt Internetmarketing GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
123347v,gelöscht,ABOU-ZID & KHALIFA Ges.m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
486665i,,ABOVE Immobilien GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
289884a,gelöscht,abovo GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
538403w,,ABOX Handels und Vertriebs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
135234z,gelöscht,"""ABP"" Bau GmbH",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
469912y,gelöscht,ABP Bau und Transport GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
245859h,gelöscht,ABP Computer- Support und Handels GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
214711b,gelöscht,ABP Personalbereitstellung GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
320926a,gelöscht,ABP VermietungsgmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
262906b,,ABPM Holding GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
397770g,gelöscht,ABPO Immobilienmanagement GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
074716b,gelöscht,ABR Abfallbeseitigung und Recycling Gesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
121273v,gelöscht,ABR Allgemeine Buchführungs- und Revisionsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
400218g,,ABRA IC GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
152071i,gelöscht,ABRA Vermietungs u. Verwaltungs GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
482215s,,Abrahairdabra GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
475059t,,Abrahairdabra Holding GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
061951f,,Abraham & De Silva Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
505259d,,Abraham Immobilie GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
082466z,gelöscht,Abramovic Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
083513p,gelöscht,Abramtzev & Co. Gesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
163880a,,ABRAXAS Wirtschaftsprüfungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
249242h,gelöscht,ABREVIS IT-Handels GMBH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
060195y,gelöscht,ABRI EDV Datenverarbeitung Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
632468a,,AB&RI GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
105215d,gelöscht,ABRO Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
373397p,,ABROMA Beteiligungsverwaltungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
453686k,,Abronia GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
639676a,,ABRS Real Estate GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
084162v,gelöscht,Abru-Bau Gesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
514613i,gelöscht,ABS Aktive Brandschutz Systeme GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
071160y,gelöscht,"""ABS"" ALT-BAU-SANIERUNG Sanierungs-, Bau- und Einrichtungs-",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
322762a,gelöscht,ABS (Antibiotic Stewardship) GROUP GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
491130a,gelöscht,ABS Atlantis Business Solutions GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
076740d,gelöscht,"ABS Ausbauservice, Bau- Handelsgesellschaft m.b.H.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
143375x,gelöscht,ABS Brokerage und Börseninformations- systeme-Vertriebs-GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
046709s,gelöscht,ABS Business Service GmbH.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
620480x,,Abs Grimm & Nagl Steuerberatungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
312280k,gelöscht,ABS Spengler Ges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
602511x,,ABS Umwelttechnik GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
082905w,,ABS Vermögensverwaltungs- gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
052482f,gelöscht,A.B.S. Versicherungsberatung G.m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
463010y,gelöscht,ABS 15 Immobilien GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
073451t,gelöscht,ABSA Altbausanierung GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
258656b,,absatzplus Austria GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
133618y,gelöscht,ABS-Avramovic -Roth Bauservice Ges. m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
426261f,,Absberggasse Entwicklungs- und Beteiligungs- GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
059811h,gelöscht,ABSCHAR - Hotel - und Pensions- betriebsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
109247h,,Abschleppdienst Toman GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
427385h,,Absenger GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
583859t,,Absol GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
546194b,gelöscht,Absolity GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
458342h,,Absolut Architektur ZT GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
210707p,gelöscht,ABSOLUT Bau- und Sanierungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
219422f,gelöscht,"""ABSOLUT SAUBER"" Gebäudereinigungs GmbH in Liquidation",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
342493t,,absolut schön Dr. Doris Wallentin GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
472189x,,Absolut Ticket GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
218532x,gelöscht,Absolute Return Beteiligungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
219012b,,Absolute Return Consulting GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
214705v,,Absolute-IT IT-Solutions GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
393706f,gelöscht,AbsoluteProperty Consulting GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
386227g,,Absolut-Print GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
524825b,,absolutservice Werner Bauer GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
281631p,gelöscht,"""AB-SOURCE"" GmbH",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
345696b,,abss interactive GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
638748k,,Abstract Ecosystem AE GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
434842z,gelöscht,ABSTRAKTBAU GMBH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
489069w,,ABSV GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
126945i,gelöscht,A.B.T. Baugesellschaft mit beschränkter Haftung,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
286089w,,Abt Consulting GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
042588f,gelöscht,ABT Handelsges.m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
232785g,gelöscht,"Abt, Taferner Consulting GmbH in Liqu.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
219732k,gelöscht,"""AbTa"" Handels-GmbH",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
479396w,,Abt-Karl-Gasse 19 GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
105059z,gelöscht,ABTV Gastronomiebetriebs- gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
085731a,gelöscht,Abu-Bau Gesellschaft mit beschränkter Haftung in Liqu,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
066934h,gelöscht,ABU-HASSAN Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
557445y,,Abundance GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
463851i,gelöscht,AbundanceHub GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
559200d,,ABUS Kran Austria GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
221792s,gelöscht,ABUS Security-Center GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,239,Landesgericht Wiener Neustadt
030579w,gelöscht,ABUSADA Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
302591m,gelöscht,ABUTILON Beteiligungsverwaltungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
125206b,,ABV Allgemeine Baumaschinen- Verleihgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
211632z,gelöscht,ABV Apparate- u. Behälter-Vertrieb GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
056123i,gelöscht,A.B.V. ART BOX Verpackungen Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
204354x,gelöscht,ABV Handels- Ges.m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
238243h,gelöscht,ABV Hotelbetriebs- und Beteiligungs- gmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
037157v,gelöscht,ABV Leasing- und Hotelinvest Gesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
037945b,gelöscht,ABV-Allgemeine Beteiligungsverwaltung GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
054798k,gelöscht,ABV-BAU Projektmanagement GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
098373t,gelöscht,"ABW - SCHUSTER Allgemeine Bauträger, Wohnungseigentum & Immobilien-",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
061454z,,"ABW Abbruch, Boden- und Wasser- reinigungs-Gesellschaft m.b.H.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
074102z,gelöscht,abw gmbh,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
252542k,gelöscht,ABW J. Bernhart GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
589342f,,ABW 21 Projekt GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
406539b,,Abwasser-Consulting Ertl & Plihal ZT GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
127982i,,"""ABWICO"" Handel mit Juwelen-, Gold-, Silberwaren und Uhren,",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
269390m,gelöscht,ABXON Trading GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
036744k,gelöscht,ABYBA Liegenschaftsverwertung Ges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
142422w,gelöscht,ABYSS Gastronomiebetriebsgesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
076906y,gelöscht,Abyssal Handelsgesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
151497s,gelöscht,AB-YZ Bau und Liegenschafts- An- und Verkauf GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
553893z,,ABZ aneli GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
160111h,,ABZ Ausbildungszentrum des Wiener Roten Kreuzes GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
049962z,gelöscht,A.B.Z. Blumenhandelsgesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
182167v,,ABZ Immobilienservice Ges.m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
097536k,gelöscht,AbZ Lagereinrichtungen und Transportgeräte Vertriebs-,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
524517z,,ABZ training&consulting gmbh,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
428584x,gelöscht,AbZorba Games Betriebsges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
480597k,,AB1234 GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
463773w,gelöscht,AB2017 Distribution GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
